id,name,category,repo,path,url,description,form,lang,required_capabilities,license,license_scope,repo_license,license_conflict,capabilities,repo_stars,stars_scope,path_last_commit,stale,checked_at,audit_level,audit_verdict
fiftyone-dataset-curation,FiftyOne Dataset Curation,cv_data_annotation,voxel51/fiftyone-skills,skills/fiftyone-dataset-curation,https://github.com/voxel51/fiftyone-skills/tree/HEAD/skills/fiftyone-dataset-curation,"Inspects CV dataset schema, quality, class distributions, and embeddings, then creates curated subsets and train/val/test splits using FiftyOne.",skill,en,,Apache-2.0,repo_fallback,Apache-2.0,False,[],39,monorepo_subpath_not_attributable,2026-05-18,False,2026-09-04,static,
fiftyone-dataset-import,FiftyOne Dataset Import,cv_data_annotation,voxel51/fiftyone-skills,skills/fiftyone-dataset-import,https://github.com/voxel51/fiftyone-skills/tree/HEAD/skills/fiftyone-dataset-import,"Imports and auto-detects dataset formats — images, video, point clouds, labels — into FiftyOne for CV research.",skill,en,net,Apache-2.0,repo_fallback,Apache-2.0,False,"[{'flag': 'net', 'polarity': 'required', 'rule_id': 'net.hub', 'evidence_file': 'SKILL.md', 'evidence_line': 63, 'evidence': '| HF Hub API | `huggingface_hub` | `pip install huggingface_hub` |'}]",39,monorepo_subpath_not_attributable,2026-05-18,False,2026-09-04,static,
fiftyone-model-evaluation,FiftyOne Model Evaluation,experiment_repro,voxel51/fiftyone-skills,skills/fiftyone-model-evaluation,https://github.com/voxel51/fiftyone-skills/tree/HEAD/skills/fiftyone-model-evaluation,Evaluates CV model predictions against ground truth using standard protocols like COCO and Open Images.,skill,en,,Apache-2.0,repo_fallback,Apache-2.0,False,[],39,monorepo_subpath_not_attributable,2026-05-14,False,2026-09-04,static,
fiftyone-dataset-export,FiftyOne Dataset Export,cv_data_annotation,voxel51/fiftyone-skills,skills/fiftyone-dataset-export,https://github.com/voxel51/fiftyone-skills/tree/HEAD/skills/fiftyone-dataset-export,"Exports FiftyOne datasets to standard annotation formats — COCO, YOLO, VOC, CVAT, CSV — for downstream model training and sharing.",skill,en,net,Apache-2.0,repo_fallback,Apache-2.0,False,"[{'flag': 'net', 'polarity': 'required', 'rule_id': 'net.hub', 'evidence_file': 'SKILL.md', 'evidence_line': 435, 'evidence': '| `push_to_hub()` | Personal accounts, simple upload |'}]",39,monorepo_subpath_not_attributable,2026-05-14,False,2026-09-04,static,
archora-figure,Archora: Figure,ml_plotting,richard-kim-79/archora-skills,skills/figure,https://github.com/richard-kim-79/archora-skills/tree/HEAD/skills/figure,Generates runnable matplotlib/seaborn/mermaid code for research figures with a decision guide between quantitative and conceptual diagrams.,skill,en,,MIT,declared_in_skill_frontmatter,unverified,False,[],47,monorepo_subpath_not_attributable,2026-05-15,False,2026-09-04,static,
archora-stats,Archora: Stats,statistical_analysis,richard-kim-79/archora-skills,skills/stats,https://github.com/richard-kim-79/archora-skills/tree/HEAD/skills/stats,"Detects statistical errors and methodological fallacies in empirical research content, with structured severity levels.",skill,en,,MIT,declared_in_skill_frontmatter,unverified,False,[],47,monorepo_subpath_not_attributable,2026-05-15,False,2026-09-04,static,
archora-hypothesis,Archora: Hypothesis,ideation,richard-kim-79/archora-skills,skills/hypothesis,https://github.com/richard-kim-79/archora-skills/tree/HEAD/skills/hypothesis,"Guides generation of falsifiable, structured research hypotheses from user-provided notes and content.",skill,en,,MIT,declared_in_skill_frontmatter,unverified,False,[],47,monorepo_subpath_not_attributable,2026-05-15,False,2026-09-04,static,
mineru-skill,MinerU Skill,lit_review,nebutra/mineru-skill,skills/mineru,https://github.com/nebutra/mineru-skill/tree/HEAD/skills/mineru,"Parses academic PDFs into clean Markdown with table and formula extraction, using MinerU's free Agent API or token-based Standard API.",skill,en,creds|net,MIT,repo_fallback,MIT,False,"[{'flag': 'creds', 'polarity': 'required', 'rule_id': 'creds.envvar', 'evidence_file': 'SKILL.md', 'evidence_line': 24, 'evidence': 'export MINERU_TOKEN=""...""   # https://mineru.net/apiManage/token'}]",111,monorepo_subpath_not_attributable,2026-06-02,False,2026-09-04,static,
tufte-data-viz,Tufte Data Viz,ml_plotting,caylent/tufte-data-viz,,https://github.com/caylent/tufte-data-viz,"Enforces Edward Tufte's data-visualization principles — data-ink ratio, direct labeling, range-frame axes — across multiple charting libraries for academic plotting.",skill,en,,MIT,license_file_in_skill_dir,MIT,False,[],212,whole_repo_is_skill,2026-02-19,False,2026-09-04,static,
paperfit-overflow-repair,PaperFit: Overflow Repair,writing_submission,openraiser/paperfit,skills/overflow-repair,https://github.com/openraiser/paperfit/tree/HEAD/skills/overflow-repair,"Fixes LaTeX overflow defects — overfull hboxes, long formulas, URL overflows — in academic paper source files through minimal, non-semantic edits.",skill,en,,MIT,repo_fallback,MIT,False,[],331,monorepo_subpath_not_attributable,2026-05-08,False,2026-09-04,static,
paperfit-float-optimizer,PaperFit: Float Optimizer,writing_submission,openraiser/paperfit,skills/float-optimizer,https://github.com/openraiser/paperfit/tree/HEAD/skills/float-optimizer,"Fixes LaTeX float placement defects — distance from first reference, width mismatch, clustering, page orphaning — in academic paper source code.",skill,en,,MIT,repo_fallback,MIT,False,[],331,monorepo_subpath_not_attributable,2026-05-08,False,2026-09-04,static,
litllm,LitLLM,lit_review,litllm/litllm,skill,https://github.com/litllm/litllm/tree/HEAD/skill,"Generates ranked paper candidates and related-work section summaries from a paper draft, using LLM-driven debate ranking over Semantic Scholar, arXiv, and OpenAlex with citation-graph expansion.",skill,en,creds|net,Apache-2.0,license_file_in_skill_dir,Apache-2.0,False,"[{'flag': 'net', 'polarity': 'required', 'rule_id': 'net.fetch', 'evidence_file': 'SKILL.md', 'evidence_line': 31, 'evidence': 'curl -sSL https://raw.githubusercontent.com/LitLLM/LitLLM/main/skill/install.sh | bash'}, {'flag': 'creds', 'polarity': 'required', 'rule_id': 'creds.envvar', 'evidence_file': 'SKILL.md', 'evidence_line': 41, 'evidence': 'export LITLLM_API_KEY=""sk-...""'}]",51,monorepo_subpath_not_attributable,2026-05-07,False,2026-09-04,static,
claude-scholar-research-ideation,Claude Scholar: Research Ideation,ideation,Galaxy-Dawn/claude-scholar,skills/research-ideation,https://github.com/Galaxy-Dawn/claude-scholar/tree/HEAD/skills/research-ideation,"Structures research project initiation through 5W1H brainstorming, systematic literature review, multi-dimensional gap analysis, and SMART research-question formulation.",skill,en,external,MIT,repo_fallback,MIT,False,"[{'flag': 'external', 'polarity': 'required', 'rule_id': 'external.mcp', 'evidence_file': 'SKILL.md', 'evidence_line': 126, 'evidence': 'Through the Zotero MCP server, the research-ideation workflow automates literature management:'}]",5326,monorepo_subpath_not_attributable,2026-05-13,False,2026-09-04,static,
hermes-saelens,SAELens: Sparse Autoencoders for Mechanistic Interpretability,interpretability,NousResearch/hermes-agent,optional-skills/mlops/saelens,https://github.com/NousResearch/hermes-agent/tree/HEAD/optional-skills/mlops/saelens,"Trains and analyzes sparse autoencoders to decompose polysemantic model activations into interpretable features, wrapping the SAELens and TransformerLens libraries.",skill,en,,MIT,declared_in_skill_frontmatter,MIT,False,[],241423,monorepo_subpath_not_attributable,2026-08-08,False,2026-09-04,static,
kdense-stable-baselines3,K-Dense: Stable Baselines3,model_training_finetuning,K-Dense-AI/scientific-agent-skills,skills/stable-baselines3,https://github.com/K-Dense-AI/scientific-agent-skills/tree/HEAD/skills/stable-baselines3,"Trains reinforcement learning agents with Stable Baselines3's production-ready PPO, SAC, DQN, TD3, DDPG, and A2C implementations on Gymnasium environments.",skill,en,,MIT,declared_in_skill_frontmatter,MIT,False,"[{'flag': 'net', 'polarity': 'mentioned', 'rule_id': 'net.api', 'evidence_file': 'SKILL.md', 'evidence_line': 339, 'evidence': 'http://export.arxiv.org/api/query?id_list=2609.00065) before writing the reference and take'}]",42609,monorepo_subpath_not_attributable,2026-09-02,False,2026-09-04,static,
kdense-pytorch-lightning,K-Dense: PyTorch Lightning,model_training_finetuning,K-Dense-AI/scientific-agent-skills,skills/pytorch-lightning,https://github.com/K-Dense-AI/scientific-agent-skills/tree/HEAD/skills/pytorch-lightning,"Organizes PyTorch training code into LightningModules with configured Trainers for multi-GPU/TPU scaling, distributed training (DDP, FSDP, DeepSpeed), and logging integrations (W&B, TensorBoard, MLflow).",skill,en,,Apache-2.0,declared_in_skill_frontmatter,MIT,True,"[{'flag': 'net', 'polarity': 'mentioned', 'rule_id': 'net.api', 'evidence_file': 'SKILL.md', 'evidence_line': 205, 'evidence': 'http://export.arxiv.org/api/query?id_list=2609.00065) before writing the reference and take'}]",42609,monorepo_subpath_not_attributable,2026-09-02,False,2026-09-04,static,
kdense-shap,SHAP,interpretability,K-Dense-AI/scientific-agent-skills,skills/shap,https://github.com/K-Dense-AI/scientific-agent-skills/tree/HEAD/skills/shap,"Explains and audits machine-learning predictions with SHAP, covering explainer/masker selection, feature-attribution computation and validation, multi-output explanations, and local/global visualizations.",skill,en,,MIT,declared_in_skill_frontmatter,MIT,False,"[{'flag': 'net', 'polarity': 'mentioned', 'rule_id': 'net.api', 'evidence_file': 'SKILL.md', 'evidence_line': 297, 'evidence': 'http://export.arxiv.org/api/query?id_list=2609.00065) before writing the reference and take'}]",42609,monorepo_subpath_not_attributable,2026-09-02,False,2026-09-04,static,
kdense-torch-geometric,PyTorch Geometric,model_training_finetuning,K-Dense-AI/scientific-agent-skills,skills/torch-geometric,https://github.com/K-Dense-AI/scientific-agent-skills/tree/HEAD/skills/torch-geometric,"Guides graph neural network development with PyTorch Geometric, covering node/link/graph classification, message-passing architectures (GCN, GAT, GraphSAGE, GIN), heterogeneous graphs, and neighbor sampling.",skill,en,,MIT,declared_in_skill_frontmatter,MIT,False,"[{'flag': 'net', 'polarity': 'mentioned', 'rule_id': 'net.api', 'evidence_file': 'SKILL.md', 'evidence_line': 473, 'evidence': 'http://export.arxiv.org/api/query?id_list=2609.00065) before writing the reference and take'}]",42609,monorepo_subpath_not_attributable,2026-09-02,False,2026-09-04,static,
kdense-pufferlib,PufferLib,model_training_finetuning,K-Dense-AI/scientific-agent-skills,skills/pufferlib,https://github.com/K-Dense-AI/scientific-agent-skills/tree/HEAD/skills/pufferlib,"Provides version-aware guidance for PufferLib reinforcement-learning environments, vectorization, policies, training, evaluation, and checkpoint review.",skill,en,creds,MIT,declared_in_skill_frontmatter,MIT,False,"[{'flag': 'net', 'polarity': 'mentioned', 'rule_id': 'net.api', 'evidence_file': 'SKILL.md', 'evidence_line': 343, 'evidence': 'http://export.arxiv.org/api/query?id_list=2609.00065) before writing the reference and take'}, {'flag': 'creds', 'polarity': 'required', 'rule_id': 'creds.envvar', 'evidence_file': 'SKILL.md', 'evidence_line': 259, 'evidence': '- W&B credential: named environment variable `WANDB_API_KEY`.'}]",42609,monorepo_subpath_not_attributable,2026-09-02,False,2026-09-04,static,
label-studio-setup,Label Studio Setup,cv_data_annotation,majiayu000/claude-skill-registry,skills/data/label-studio-setup,https://github.com/majiayu000/claude-skill-registry/tree/HEAD/skills/data/label-studio-setup,"Covers Label Studio installation, project setup, data import/export, labeling interface customization, quality control, and ML backend integration for image, text, audio, and video annotation.",skill,en,creds|external,MIT,repo_fallback,MIT,False,"[{'flag': 'creds', 'polarity': 'required', 'rule_id': 'creds.env', 'evidence_file': 'SKILL.md', 'evidence_line': 157, 'evidence': ""'NAME': os.getenv('POSTGRES_DB', 'labelstudio'),""}, {'flag': 'external', 'polarity': 'required', 'rule_id': 'external.docker', 'evidence_file': 'SKILL.md', 'evidence_line': 60, 'evidence': 'docker run -it \\'}]",592,monorepo_subpath_not_attributable,2026-04-20,False,2026-09-04,static,
research-claw-figure-drawing,Academic Figure Drawing (TikZ),diagrams_schematics,nanoAgentTeam/research-claw,config/.skills/figure-drawing,https://github.com/nanoAgentTeam/research-claw/tree/HEAD/config/.skills/figure-drawing,"Enforces a standalone-TikZ-to-PDF pipeline for academic paper figures, forbidding inline TikZ in paper source and requiring every figure to compile and be visually verified before insertion.",skill,en,,MIT,repo_fallback,MIT,False,[],292,monorepo_subpath_not_attributable,2026-03-19,False,2026-09-04,static,
wentorai-scientific-illustration,Scientific Illustration Guide,diagrams_schematics,wentorai/research-plugins,skills/tools/diagram/scientific-illustration-guide,https://github.com/wentorai/research-plugins/tree/HEAD/skills/tools/diagram/scientific-illustration-guide,"Guides creation of graphical abstracts, schematic diagrams, workflow visualizations, and architecture diagrams, covering both programmatic and design-tool approaches.",skill,en,,MIT,repo_fallback,MIT,False,[],287,monorepo_subpath_not_attributable,2026-03-15,False,2026-09-04,static,
hkustdial-drawio-reconstruction,Draw.io Reconstruction,diagrams_schematics,HKUSTDial/Supervisor-Skills,skills/drawio-reconstruction,https://github.com/HKUSTDial/Supervisor-Skills/tree/HEAD/skills/drawio-reconstruction,"Reconstructs reference images of diagrams, figures, or architecture visuals into editable Draw.io files, prioritizing visual fidelity to the source over pure editability.",skill,en,,unverified,license_file_in_skill_dir,unverified,False,[],6533,monorepo_subpath_not_attributable,2026-07-16,False,2026-09-04,static,
anti-autoresearch,Anti-Autoresearch,peer_review_rebuttal,wanshuiyin/Anti-Autoresearch,workflows/anti-autoresearch,https://github.com/wanshuiyin/Anti-Autoresearch/tree/HEAD/workflows/anti-autoresearch,"Orchestrates a reviewer-side integrity forensics sweep of a research paper — building a span-anchored evidence ledger, fanning out cross-model auditors for citation, experiment, consistency, and baseline-comparison fabrication, then computing a deterministic verdict for a human reviewer.",suite,en,creds|external|net,MIT,repo_fallback,MIT,False,"[{'flag': 'net', 'polarity': 'required', 'rule_id': 'net.fetch', 'evidence_file': 'SKILL.md', 'evidence_line': 280, 'evidence': 'if curl -fsSL ""https://arxiv.org/e-print/$ID"" -o ""$PAPER_DIR/src.tgz""; then'}, {'flag': 'external', 'polarity': 'required', 'rule_id': 'external.mcp', 'evidence_file': 'SKILL.md', 'evidence_line': 5, 'evidence': 'allowed-tools: Bash(*), Read, Write, Grep, Glob, Skill, WebSearch, WebFetch, mcp__codex__codex, mcp__mcp-dblp__search, mcp__mcp-dblp__fuzzy_title_search, mcp__m'}]",149,monorepo_subpath_not_attributable,2026-08-10,False,2026-09-04,static,
aris-mermaid-diagram,Mermaid Diagram Generator,diagrams_schematics,wanshuiyin/Auto-claude-code-research-in-sleep,skills/mermaid-diagram,https://github.com/wanshuiyin/Auto-claude-code-research-in-sleep/tree/HEAD/skills/mermaid-diagram,"Generates and syntax-verifies Mermaid diagrams — flowcharts, sequence diagrams, class diagrams, ER diagrams, Gantt charts, and 18 other types — from a natural-language description.",skill,en,external,MIT,repo_fallback,MIT,False,"[{'flag': 'external', 'polarity': 'required', 'rule_id': 'external.mcp', 'evidence_file': 'SKILL.md', 'evidence_line': 38, 'evidence': 'Select the appropriate diagram type based on the use case. Use your built-in knowledge of Mermaid syntax, or fetch up-to-date docs via the context7 MCP server i'}]",15726,monorepo_subpath_not_attributable,2026-07-13,False,2026-09-04,static,
agents365-drawio-skill,Draw.io Diagrams,diagrams_schematics,Agents365-ai/drawio-skill,skills/drawio-skill,https://github.com/Agents365-ai/drawio-skill/tree/HEAD/skills/drawio-skill,"Generates .drawio XML diagrams and exports to PNG/SVG/PDF/JPG via the native draw.io desktop CLI, covering flowcharts, architecture diagrams, ER/UML diagrams, network topology, and ML/DL model figures (Transformer, CNN, LSTM).",skill,en,external,MIT,declared_in_skill_frontmatter,MIT,False,[],9038,monorepo_subpath_not_attributable,2026-09-03,False,2026-09-04,static,
ccf-figure,CCF-Figure,diagrams_schematics,Deepshare-Official/CCF-Figure,,https://github.com/Deepshare-Official/CCF-Figure,"Classifies a paper's research type and mechanism to select an appropriate diagram structure — pipeline, architecture, comparison matrix, ablation matrix, or taxonomy tree — rather than mechanically applying one fixed template.",skill,en,,MIT,license_file_in_skill_dir,MIT,False,[],205,whole_repo_is_skill,2026-06-15,False,2026-09-04,static,
opentikz,OpenTikZ,diagrams_schematics,opentikz/opentikz,skills/using-opentikz,https://github.com/opentikz/opentikz/tree/HEAD/skills/using-opentikz,"Finds, edits, and verifies TikZ figures from a library of copyable icons and editable templates for neural network architectures, encoder-decoder diagrams, training pipelines, and system block diagrams.",skill,en,,unverified,repo_fallback,unverified,False,[],245,monorepo_subpath_not_attributable,2026-07-04,False,2026-09-04,static,
paperbanana,PaperBanana,diagrams_schematics,dwzhu-pku/PaperBanana,skill,https://github.com/dwzhu-pku/PaperBanana/tree/HEAD/skill,"Generates publication-quality academic diagrams and pipeline figures from a paper's methodology text and figure caption, orchestrating a multi-agent pipeline (Retriever, Planner, Stylist, Visualizer, Critic) targeting venues like NeurIPS, ICML, and ACL.",skill,en,creds|net,MIT-0,declared_in_skill_frontmatter,Apache-2.0,True,"[{'flag': 'creds', 'polarity': 'required', 'rule_id': 'creds.envvar', 'evidence_file': 'SKILL.md', 'evidence_line': 7, 'evidence': '- OPENROUTER_API_KEY (recommended)'}]",7033,monorepo_subpath_not_attributable,2026-06-22,False,2026-09-04,static,
kdense-scientific-schematics,Scientific Schematics,diagrams_schematics,K-Dense-AI/scientific-agent-skills,skills/scientific-schematics,https://github.com/K-Dense-AI/scientific-agent-skills/tree/HEAD/skills/scientific-schematics,"Creates publication-quality scientific diagrams using an AI image model with smart iterative refinement, re-generating only when a separate quality-review pass scores below threshold, specialized in neural network architectures, system diagrams, flowcharts, and biological pathways.",skill,en,creds|net,MIT,declared_in_skill_frontmatter,MIT,False,"[{'flag': 'net', 'polarity': 'mentioned', 'rule_id': 'net.api', 'evidence_file': 'SKILL.md', 'evidence_line': 385, 'evidence': 'http://export.arxiv.org/api/query?id_list=2609.00065) before writing the reference and take'}, {'flag': 'creds', 'polarity': 'required', 'rule_id': 'creds.envvar', 'evidence_file': 'SKILL.md', 'evidence_line': 10, 'evidence': 'primaryEnv: OPENROUTER_API_KEY'}]",42609,monorepo_subpath_not_attributable,2026-09-02,False,2026-09-04,static,
anthropic-clinical-trial-protocol,Clinical Trial Protocol,study_design,anthropics/healthcare,plugins/healthcare/skills/clinical-trial-protocol,https://github.com/anthropics/healthcare/tree/HEAD/plugins/healthcare/skills/clinical-trial-protocol,"Generates clinical trial protocols for medical devices or drugs through a waypoint-based workflow, with a research-only mode for surveying similar registered trials before drafting.",skill,en,external,unverified,repo_fallback,unverified,False,"[{'flag': 'external', 'polarity': 'required', 'rule_id': 'external.mcp', 'evidence_file': 'SKILL.md', 'evidence_line': 422, 'evidence': '- Allow user to retry after installing MCP server'}]",409,monorepo_subpath_not_attributable,2026-06-15,False,2026-09-04,static,
pedrohcgs-preregister,Preregister,study_design,pedrohcgs/claude-code-my-workflow,.claude/skills/preregister,https://github.com/pedrohcgs/claude-code-my-workflow/tree/HEAD/.claude/skills/preregister,"Drafts a structured preregistration document in OSF, AsPredicted, or AEA RCT Registry style, covering hypotheses, sampling plan, analysis plan, exclusions, and inference criteria, annotated with MUST/SHOULD/MAY clarity flags.",skill,en,bypass,MIT,repo_fallback,MIT,False,"[{'flag': 'bypass', 'polarity': 'mentioned', 'rule_id': 'bypass.gitskip', 'evidence_file': 'SKILL.md', 'evidence_line': 4, 'evidence': 'argument-hint: ""[--style osf|aspredicted|aea-rct] [--input <spec-or-description>] [--no-verify]""'}]",1561,monorepo_subpath_not_attributable,2026-08-21,False,2026-09-04,static,
pedrohcgs-power-analysis,Power Analysis,study_design,pedrohcgs/claude-code-my-workflow,.claude/skills/power-analysis,https://github.com/pedrohcgs/claude-code-my-workflow/tree/HEAD/.claude/skills/power-analysis,"Computes statistical power, required sample size, and minimum detectable effect for two-arm RCTs with clustering, multi-arm designs, or simulation-based power for non-standard designs, producing a registry-ready power section.",skill,en,,MIT,repo_fallback,MIT,False,[],1561,monorepo_subpath_not_attributable,2026-08-23,False,2026-09-04,static,
anthro-irb-protocol,IRB Protocol,study_design,MattArtzAnthro/AI-Anthropology-Toolkit,skills/irb-protocol,https://github.com/MattArtzAnthro/AI-Anthropology-Toolkit/tree/HEAD/skills/irb-protocol,"Writes, revises, and evaluates IRB and ethics protocols for qualitative research, covering Common Rule exempt/expedited/full-board determination, protocol narrative, and data security planning.",skill,en,,unverified,repo_fallback,unverified,False,[],24,monorepo_subpath_not_attributable,2026-07-27,False,2026-09-04,static,
anthro-fieldwork-methods,Fieldwork Methods,study_design,MattArtzAnthro/AI-Anthropology-Toolkit,skills/fieldwork-methods,https://github.com/MattArtzAnthro/AI-Anthropology-Toolkit/tree/HEAD/skills/fieldwork-methods,"Designs qualitative data-collection instruments and protocols — interview guides, focus group guides, observation protocols, field note templates, and sampling strategies.",skill,en,,unverified,repo_fallback,unverified,False,[],24,monorepo_subpath_not_attributable,2026-07-27,False,2026-09-04,static,
keemanxp-thematic-analysis,Thematic Analysis,qualitative_methods,keemanxp/thematic-analysis-skill,thematic-analysis,https://github.com/keemanxp/thematic-analysis-skill/tree/HEAD/thematic-analysis,"Conducts thematic analysis of interviews, focus groups, or open-ended responses following Braun and Clarke's six-phase framework, covering the four upfront analytic decisions and a 15-point quality checklist.",skill,en,,MIT,repo_fallback,MIT,False,"[{'flag': 'external', 'polarity': 'required', 'rule_id': 'external.abspath', 'evidence_file': 'SKILL.md', 'evidence_line': 29, 'evidence': '- **docx skill** (`/mnt/skills/public/docx/SKILL.md`) — Required for the Word document.'}]",15,monorepo_subpath_not_attributable,2026-05-11,False,2026-09-04,static,
anthro-qualitative-analysis,Qualitative Analysis,qualitative_methods,MattArtzAnthro/AI-Anthropology-Toolkit,skills/qualitative-analysis,https://github.com/MattArtzAnthro/AI-Anthropology-Toolkit/tree/HEAD/skills/qualitative-analysis,"Codes qualitative data and builds codebooks with deductive, inductive, and hybrid coding, code frequencies, co-occurrence analysis, and intercoder reliability.",skill,en,external,unverified,repo_fallback,unverified,False,[],24,monorepo_subpath_not_attributable,2026-08-28,False,2026-09-04,static,
daaf-survey-r,Complex Survey Analysis (R),statistical_analysis,DAAF-Contribution-Community/daaf,.claude/skills/survey-r,https://github.com/DAAF-Contribution-Community/daaf/tree/HEAD/.claude/skills/survey-r,"Analyzes complex survey data in R with the survey package, covering design objects, weighted means and totals, survey-weighted regression, domain estimation, and replicate weights (BRR, jackknife, bootstrap).",skill,en,,LGPL-3.0,repo_fallback,LGPL-3.0,False,[],235,monorepo_subpath_not_attributable,2026-07-15,False,2026-09-04,static,
daaf-fixest,Fixest,statistical_analysis,DAAF-Contribution-Community/daaf,.claude/skills/fixest,https://github.com/DAAF-Contribution-Community/daaf/tree/HEAD/.claude/skills/fixest,"Estimates high-dimensional fixed-effects models in R with multi-way fixed effects, IV estimation, TWFE and Sun-Abraham difference-in-differences, and clustered or heteroskedasticity-robust standard errors.",skill,en,,LGPL-3.0,repo_fallback,LGPL-3.0,False,[],235,monorepo_subpath_not_attributable,2026-08-03,False,2026-09-04,static,
daaf-stata-r-translation,Stata-to-R Translation,statistical_analysis,DAAF-Contribution-Community/daaf,.claude/skills/stata-r-translation,https://github.com/DAAF-Contribution-Community/daaf/tree/HEAD/.claude/skills/stata-r-translation,"Maps Stata commands (reghdfe, xtreg, ivregress, margins, esttab, svy:) to their R equivalents for researchers moving an analysis between the two ecosystems.",skill,en,,LGPL-3.0,repo_fallback,LGPL-3.0,False,[],235,monorepo_subpath_not_attributable,2026-07-24,False,2026-09-04,static,
keemanxp-slr-prisma,SLR PRISMA,lit_review,keemanxp/slr-prisma,,https://github.com/keemanxp/slr-prisma,"Guides a systematic literature review through the full 27-item PRISMA 2020 checklist, producing a journal-format Word manuscript, an annotated PRISMA flow diagram, and APA 7th referencing, explicitly excluding meta-analysis and statistical pooling.",skill,en,,unverified,license_file_in_skill_dir,unverified,False,"[{'flag': 'external', 'polarity': 'required', 'rule_id': 'external.abspath', 'evidence_file': 'SKILL.md', 'evidence_line': 19, 'evidence': '- **docx skill** (`/mnt/skills/public/docx/SKILL.md`) — Critical rules for docx-js when generating the Word document.'}]",92,whole_repo_is_skill,2026-03-28,False,2026-09-04,static,
pedrohcgs-replication-package,Replication Package,experiment_repro,pedrohcgs/claude-code-my-workflow,.claude/skills/replication-package,https://github.com/pedrohcgs/claude-code-my-workflow/tree/HEAD/.claude/skills/replication-package,"Assembles a submission-ready replication package to the AEA Data and Code Availability Standard, including a replication README, dataset manifest, computational-requirements capture, a table/figure-to-script map, and a confidential-data deposit plan.",skill,en,,MIT,repo_fallback,MIT,False,[],1561,monorepo_subpath_not_attributable,2026-08-21,False,2026-09-04,static,
orchestra-nnsight,nnsight,interpretability,Orchestra-Research/AI-Research-SKILLs,04-mechanistic-interpretability/nnsight,https://github.com/Orchestra-Research/AI-Research-SKILLs/tree/HEAD/04-mechanistic-interpretability/nnsight,"Inspects and manipulates the internals of any PyTorch model with nnsight, including remote execution against models too large for local GPUs via NDIF.",skill,en,creds|net,MIT,declared_in_skill_frontmatter,MIT,False,"[{'flag': 'creds', 'polarity': 'required', 'rule_id': 'creds.envvar', 'evidence_file': 'SKILL.md', 'evidence_line': 254, 'evidence': 'os.environ[""NDIF_API_KEY""] = ""your_key""'}]",12315,monorepo_subpath_not_attributable,2025-12-17,False,2026-09-04,static,
orchestra-pyvene,pyvene,interpretability,Orchestra-Research/AI-Research-SKILLs,04-mechanistic-interpretability/pyvene,https://github.com/Orchestra-Research/AI-Research-SKILLs/tree/HEAD/04-mechanistic-interpretability/pyvene,"Performs causal tracing, activation patching, and interchange intervention training on PyTorch models through pyvene's declarative, dict-based intervention framework.",skill,en,,MIT,declared_in_skill_frontmatter,MIT,False,[],12315,monorepo_subpath_not_attributable,2025-12-17,False,2026-09-04,static,
orchestra-transformer-lens,TransformerLens,interpretability,Orchestra-Research/AI-Research-SKILLs,04-mechanistic-interpretability/transformer-lens,https://github.com/Orchestra-Research/AI-Research-SKILLs/tree/HEAD/04-mechanistic-interpretability/transformer-lens,Reverse-engineers transformer algorithms by inspecting attention patterns and running activation-patching experiments through TransformerLens HookPoints.,skill,en,creds,MIT,declared_in_skill_frontmatter,MIT,False,"[{'flag': 'creds', 'polarity': 'required', 'rule_id': 'creds.envvar', 'evidence_file': 'SKILL.md', 'evidence_line': 58, 'evidence': 'os.environ[""HF_TOKEN""] = ""your_token""'}]",12315,monorepo_subpath_not_attributable,2025-12-17,False,2026-09-04,static,
orchestra-brainstorming-research-ideas,Brainstorming Research Ideas,ideation,Orchestra-Research/AI-Research-SKILLs,21-research-ideation/brainstorming-research-ideas,https://github.com/Orchestra-Research/AI-Research-SKILLs/tree/HEAD/21-research-ideation/brainstorming-research-ideas,Applies structured ideation frameworks to surface research directions when entering a new problem space or reconsidering a project's direction.,skill,en,,MIT,declared_in_skill_frontmatter,MIT,False,[],12315,monorepo_subpath_not_attributable,2026-02-19,False,2026-09-04,static,
orchestra-creative-thinking,Creative Thinking for Research,ideation,Orchestra-Research/AI-Research-SKILLs,21-research-ideation/creative-thinking-for-research,https://github.com/Orchestra-Research/AI-Research-SKILLs/tree/HEAD/21-research-ideation/creative-thinking-for-research,"Applies cognitive-science creativity techniques — combinatorial creativity, analogical reasoning, and constraint manipulation — to generating research directions.",skill,en,,MIT,declared_in_skill_frontmatter,MIT,False,[],12315,monorepo_subpath_not_attributable,2026-02-19,False,2026-09-04,static,
drclaw-dataset-discovery,Dataset Discovery,cv_data_annotation,OpenLAIR/dr-claw,skills/dataset-discovery,https://github.com/OpenLAIR/dr-claw/tree/HEAD/skills/dataset-discovery,"Searches HuggingFace Hub, OpenML, GitHub, and paper cross-references for datasets matching a stated research task, returning a ranked and deduplicated list.",skill,en,net,unverified,repo_fallback,unverified,False,[],1057,monorepo_subpath_not_attributable,2026-02-26,False,2026-09-04,static,
